id	user_id	is_submitted	is_save	org_code	loc_code	form_id	sec_id	sub_sec_id	application_group	app_doc_id	app_id	ques_code	ans_code	ans_val_txt	ans_val_text_name	ans_val_num	ans_val_date	ans_type	status	display_seq	soft_del_status	remarks	created_by	create_date	modified_by	modified_date	is_visible	is_enable	is_overdue
1732573	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	28	null	5252	now1234asd	Ap003	13	anscode	45	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732574	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	28	null	5252	now1234asd	Ap003	14	anscode	23	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732575	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	28	null	5252	now1234asd	Ap003	15	anscode	32	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732576	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	28	null	5252	now1234asd	Ap003	16	anscode	C	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732577	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	28	null	5252	now1234asd	Ap003	17	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732578	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	18	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732579	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	19	anscode	"Horizon Macro (Indoor),RRU3826"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732580	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	20	anscode	"Huawei,Motorolla Corporation"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732581	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	21	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732582	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	22	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732583	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	23	anscode	2G+3G	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732584	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	25	anscode	"10M0F3E/10M0FID,35M0"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732585	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	26	anscode	"7.6 MHz,6 MHz,5 MHz"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732586	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	27	anscode	"907.3-914.9 MHz/952.3-959.9 MHz,1733.7-1739.7 MHz/1828.7-1834.7 MHz,1930-1935 MHz/2120-2125 MHz"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732587	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	null	5252	now1234asd	Ap003	24	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732588	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	29	anscode	20	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732589	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	30	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732590	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	31	anscode	2G+3G	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732591	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	32	anscode	"952.3-959.9 MHz,1828.7-1834.7 MHz,2120-2125 MHz"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732592	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	7	5252	now1234asd	Ap003	33	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732593	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	7	5252	now1234asd	Ap003	34	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732594	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	7	5252	now1234asd	Ap003	35	anscode	"907.3-914.9 MHz,1733.7-1739.7 MHz,1930-1935 MHz"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732595	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	36	anscode	20	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732596	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	37	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732597	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	38	anscode	2G+3G	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732598	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	39	anscode	"907.3-914.9 MHz/952.3-959.9 MHz,1733.7-1739.7 MHz/1828.7-1834.7 MHz,1930-1935 MHz/2120-2125 MHz"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732599	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	40	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732600	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	6	5252	now1234asd	Ap003	41	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732601	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	42	anscode	"RF Antenna,Sector Antenna"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732602	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	43	anscode	Huawei Agisson	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732603	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	44	anscode	"RF Antenna,Sector Antenna"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732604	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	45	anscode	"10,18"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732605	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	46	anscode	D	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732606	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	47	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732607	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	48	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732608	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	49	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732609	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	50	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732610	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	29	8	5252	now1234asd	Ap003	51	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732611	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	2	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732612	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	3	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732613	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	4	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732614	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	5	anscode	MW-Comfort Arcade (with Carnish Clifton) Karachi	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732615	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	3	5252	now1234asd	Ap003	6	anscode	1	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732616	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	3	5252	now1234asd	Ap003	7	anscode	2	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732617	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	3	5252	now1234asd	Ap003	8	anscode	3	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732618	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	3	5252	now1234asd	Ap003	9	anscode	"BC-14, Block-7, Clifton"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732619	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	4	5252	now1234asd	Ap003	10	anscode	"24,50,0,N"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732620	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	4	5252	now1234asd	Ap003	11	anscode	"67,2,0,E"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732621	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	4	5252	now1234asd	Ap003	12	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732622	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	13	anscode	45	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732623	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	14	anscode	23	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732624	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	15	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732625	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	16	anscode	C	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732626	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	30	null	5252	now1234asd	Ap003	17	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732627	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	null	5252	now1234asd	Ap003	20	anscode	Digital Microwave Corporation	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732628	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	null	5252	now1234asd	Ap003	21	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732629	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	null	5252	now1234asd	Ap003	25	anscode	14M0VDE0871	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732630	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	null	5252	now1234asd	Ap003	27	anscode	17.7-19.7 GHz	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732631	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	16	5252	now1234asd	Ap003	65	anscode	10	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732632	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	16	5252	now1234asd	Ap003	66	anscode	10	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732633	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	16	5252	now1234asd	Ap003	67	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732634	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	17	5252	now1234asd	Ap003	68	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732635	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	17	5252	now1234asd	Ap003	69	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732636	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	17	5252	now1234asd	Ap003	70	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732637	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	71	anscode	Parabolic Dish	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732638	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	72	anscode	Nera	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732639	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	73	anscode	Solid Parabolic Dish	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732640	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	74	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732641	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	75	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732642	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	76	anscode	17.7-19.7 GHz	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732643	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	77	anscode	39	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732644	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	78	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732645	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	79	anscode	D	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732646	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	80	anscode	23	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732647	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	81	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732648	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	82	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732649	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	83	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732650	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	84	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732651	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	85	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732652	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	31	18	5252	now1234asd	Ap003	86	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732653	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	null	5252	now1234asd	Ap003	2	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732654	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	null	5252	now1234asd	Ap003	3	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732655	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	null	5252	now1234asd	Ap003	4	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732656	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	null	5252	now1234asd	Ap003	5	anscode	MW-Carnish Clifton (with Anum Classic) Karachi	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732657	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	3	5252	now1234asd	Ap003	6	anscode	1	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732658	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	3	5252	now1234asd	Ap003	7	anscode	2	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732659	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	3	5252	now1234asd	Ap003	8	anscode	3	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732660	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	3	5252	now1234asd	Ap003	9	anscode	"Improvement Scheme - 2, Clifton"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732661	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	4	5252	now1234asd	Ap003	10	anscode	"32,29,50.964,N"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732662	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	4	5252	now1234asd	Ap003	11	anscode	"74,31,8.4,E"	null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732663	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	4	5252	now1234asd	Ap003	12	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732664	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	null	5252	now1234asd	Ap003	13	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
1732665	4	FALSE	FALSE	NULL	NULL	BTS&MicrowaveBoth	32	null	5252	now1234asd	Ap003	14	anscode		null	ansvalnum	ansvaldate	anstype	Incomplete	displayseq	a	null	null	00:00.0	NULL	NULL	TRUE	TRUE	0
